"subject" "activity" "body.acc.x" "body.acc.y" "body.acc.z" "body.gyro.x" "body.gyro.y" "body.gyro.z" "total.acc.x" "total.acc.y" "total.acc.z"
"1" 1 "WALKING" 0.000795684056284128 -0.00198413701382908 0.0038133075000582 0.000795684056284128 0.00471607959266908 0.00230066859186793 0.805383001205806 0.0283708958133882 0.0989618822896431
"2" 1 "WALKING_UPSTAIRS" -0.000342230281442424 -0.00301983472384975 0.00421983298991706 -0.000342230281442424 0.00860001803440286 0.00257301251851223 0.803388127166303 0.0223768770242512 0.104905556065153
"3" 1 "WALKING_DOWNSTAIRS" -0.00229759524576116 0.00130725044982231 0.005010365477431 -0.00229759524576116 0.0059982928874646 0.00649471643315705 0.800971385394994 0.0274035024392347 0.0840914480382781
"4" 1 "SITTING" 0.00014992793657992 -0.00495843838353856 0.00383728642551031 0.00014992793657992 -0.00159310631970512 0.00356262188217146 0.790599706435406 0.0316004088080951 0.126875488124651
"5" 1 "STANDING" -0.00322130394237233 0.00383704441192762 0.00565024750260834 -0.00322130394237233 0.01381582427183 0.000631433691602447 0.824812890654997 0.0202613276686763 0.0366385429475442
"6" 1 "LAYING" -0.00471394565763478 0.000479908733582031 0.00648364362817125 -0.00471394565763478 0.0177081944721386 0.00318936082478984 0.811210639921 0.0314677283067859 0.0875918889085812
"7" 2 "WALKING" -0.00394536975606687 0.00270941593287738 0.000674135343523173 -0.00394536975606687 0.0173406959078761 0.00788311493402741 0.819013603821663 0.00538510726283104 0.0787177425904592
"8" 2 "WALKING_UPSTAIRS" -0.00146490500293197 0.00237300060547152 0.00293702661625 -0.00146490500293197 0.0107016700889272 0.00585325355207829 0.814160898545231 0.00710750195358073 0.0826580667390299
"9" 2 "WALKING_DOWNSTAIRS" -0.00210688534536004 0.00266828291209724 0.00244022012192337 -0.00210688534536004 0.0134501801835259 0.00716191265008211 0.820503543432782 0.00443798766127493 0.0811391910076828
"10" 2 "SITTING" -0.00394757319153665 0.00241740120471824 0.000826214890324677 -0.00394757319153665 0.00627244727325153 0.00848235640294657 0.817198807720703 -0.00277001645258492 0.0810835000621009
"11" 2 "STANDING" -0.00666262280247229 0.00204729625870124 0.000876617387231568 -0.00666262280247229 0.00860071450496528 0.00705877793647743 0.811534784808134 0.00705498272362558 0.0847055667973394
"12" 2 "LAYING" -0.0038175928505918 0.00264897389753434 0.00132249630739274 -0.0038175928505918 0.0121147330199523 0.00797762731027458 0.815605682328065 0.0113681964569466 0.0828223606135091
"13" 3 "WALKING" -5.09753525494345e-05 -0.00563311457818386 0.00637344339672589 -5.09753525494345e-05 -0.000243842300436557 0.00525359026502672 0.805837518705038 0.0229448359189655 0.128617810942655
"14" 3 "WALKING_UPSTAIRS" -0.00112044452732256 -0.00502883401885434 0.00569268162632174 -0.00112044452732256 -0.00331915014194465 0.00453188948529477 0.791334168591419 0.0309940307816724 0.135214597430591
"15" 3 "WALKING_DOWNSTAIRS" 0.000771441757083227 8.50904067914541e-05 0.00395943876858355 0.000771441757083227 -0.000942000370173278 0.00351870100468814 0.819589161985615 0.0253650775430006 0.0382884629391422
"16" 3 "SITTING" -0.0015046995981995 -0.00556859678724429 0.00736603282393287 -0.0015046995981995 -0.00488112712192593 0.00497487783785977 0.799111841492924 0.0330877866649038 0.143949445867366
"17" 3 "STANDING" -0.000125727713681865 0.00155339322491547 0.00271902346240484 -0.000125727713681865 0.00703356608706455 0.00719284879228689 0.810009564614826 0.0246327194736464 0.0485793876275141
"18" 3 "LAYING" 7.95308453544477e-05 0.000455668397819368 0.00308017001213899 7.95308453544477e-05 0.00157114202034152 0.00430508750128364 0.813355691609918 0.0214600636755166 0.0484154874290247
"19" 4 "WALKING" 0.0013565243559687 -0.000671179624017187 0.00149815782920508 0.0013565243559687 0.00246869351043099 0.00424910715936211 0.819813384143646 0.00367510213961589 0.0821546220538281
"20" 4 "WALKING_UPSTAIRS" 0.000923801342730619 -0.0018117917546409 0.0016702053695598 0.000923801342730619 0.0073437079538744 0.00359573177270056 0.821032114583879 0.000846786572488882 0.0886349711675901
"21" 4 "WALKING_DOWNSTAIRS" -8.08518053369792e-05 -0.00132612592793073 0.00134013040044635 -8.08518053369792e-05 0.00433169031812153 0.0068834570096401 0.817602595454965 0.0058536207064809 0.082043551314816
"22" 4 "SITTING" 0.000545276769288438 -0.001171103827587 0.00155481834889964 0.000545276769288438 0.0113479867861937 0.00703341101895625 0.824064730772687 -0.00185776172035937 0.0751044783935656
"23" 4 "STANDING" 0.0023593042813178 -0.000263834488130999 0.000920552014556361 0.0023593042813178 0.00904675023142118 0.0048149437669428 0.819045701655329 0.00787972353396484 0.0803295005163253
"24" 4 "LAYING" 0.000646251323122251 -0.000888498550078125 0.00280385060547844 0.000646251323122251 0.0130900722709809 0.00572151329874456 0.820280699013411 0.00548656114018518 0.0809145298075376
"25" 5 "WALKING" -0.000494505718619001 -0.00297120516347461 0.00216585114145647 -0.000494505718619001 -0.00475744644230929 -0.00306383787783761 0.807865334024372 0.0219320164052874 0.0704723712178376
"26" 5 "WALKING_UPSTAIRS" -0.00349546760029388 -0.00352635052189147 0.00213009221362766 -0.00349546760029388 -0.0112051061037696 -0.00256482090242354 0.8036743762224 0.018128124220507 0.0771583697092666
"27" 5 "WALKING_DOWNSTAIRS" 0.000409736705896044 -0.0022741064893371 0.00375153588923205 0.000409736705896044 -0.0112174655536799 -0.000504970224277094 0.804870645241223 0.0373103371704621 0.117296229543881
"28" 5 "SITTING" 0.00105655736731117 -0.00532491770203212 0.00374275956558132 0.00105655736731117 -0.0105113946646486 -0.000457357863892046 0.789789122891502 0.0218649106527237 0.0969130127213104
"29" 5 "STANDING" 0.00149744717192651 -0.00199269568187737 0.00320898909643108 0.00149744717192651 -0.000415169450182338 0.00342504598772042 0.821830008438915 0.0259259644146708 0.0709971358389188
"30" 5 "LAYING" -0.000531721033951923 -0.00190262636270508 0.00580620733378666 -0.000531721033951923 -0.0131356547716502 0.00308692929117894 0.813199796745628 0.0297571682902614 0.105539724166394
"31" 6 "WALKING" -0.00486756883907815 -0.00129276673485556 0.000654930683356908 -0.00486756883907815 -0.0159968055080225 -0.0085296624067278 0.798783829561952 0.0331447764168777 0.115907909053431
"32" 6 "WALKING_UPSTAIRS" -0.0053014760510651 -0.00195766549311734 0.0011120837435962 -0.0053014760510651 -0.0149260081985556 -0.00733210380725414 0.786151523289354 0.0351680144743811 0.125378342359104
"33" 6 "WALKING_DOWNSTAIRS" -0.00476638153611452 -0.000591945596744792 -9.00975608264988e-06 -0.00476638153611452 -0.00799648701950062 -0.00309169973760726 0.809399122215461 0.018968541999484 0.0412736549544792
"34" 6 "SITTING" -0.00659243891066243 -0.000533381345784091 0.00173334739667074 -0.00659243891066243 -0.0145717585877714 -0.00771863373618835 0.8033136241875 0.031519650863679 0.114409719813334
"35" 6 "STANDING" -0.00187694193296752 -0.00232848956545472 0.00121867147925933 -0.00187694193296752 -0.0126301304345038 -0.00488686445722664 0.801587302157969 0.0178473939332922 0.0627535130140323
"36" 6 "LAYING" -0.00333537579927718 -0.00201806590154742 0.000483756084193393 -0.00333537579927718 -0.0132045513250539 -0.00324792151172067 0.803522452825204 0.0249935223151645 0.0601314453606634
"37" 7 "WALKING" -0.00430418380863158 -0.000552336396930175 5.85249559880756e-05 -0.00430418380863158 -0.0115104780061702 -0.00664834064399937 0.805304241040378 0.0277179281421793 0.0738929750397973
"38" 7 "WALKING_UPSTAIRS" -0.0046005353466742 -0.00101453380838309 -0.00214489541410539 -0.0046005353466742 -0.004891794570481 -0.00600023598240625 0.803104845082926 0.0194071037805913 0.0668169456623192
"39" 7 "WALKING_DOWNSTAIRS" -0.00107877231013049 0.0017318954967315 -0.00231651739805008 -0.00107877231013049 -0.00703876874671044 -0.00580605232856245 0.801106073810339 0.0357248088140392 0.102811818973446
"40" 7 "SITTING" -0.00660314072910286 -0.000154725005134928 0.000200729714244515 -0.00660314072910286 -0.00457945718300252 -0.00779539295100342 0.798182131220441 0.0257292135805664 0.083719037431862
"41" 7 "STANDING" -0.00108958980291705 -0.000177056746922612 -0.00162677306389107 -0.00108958980291705 -0.017436007741959 -0.00662641955805837 0.817696111297317 0.0392866303929864 0.0890706366701002
"42" 7 "LAYING" -0.000725750940138822 0.00119081706007061 -0.00389242316786319 -0.000725750940138822 -0.00984699222702764 -0.00729678708376968 0.802225351847096 0.0306032711214543 0.0972760512728786
"43" 8 "WALKING" 0.00192616178418555 0.00140371795981173 -0.00288647183492402 0.00192616178418555 -0.00509779121043473 -0.00481114398137798 0.804796329427658 0.0325031182256999 0.0749619049703971
"44" 8 "WALKING_UPSTAIRS" -0.000671327287358232 -0.00198319180509059 -0.00241320348084851 -0.000671327287358232 -0.00230123778076848 -0.00334391128696932 0.804260367816521 0.0260319297574409 0.0669824530715072
"45" 8 "WALKING_DOWNSTAIRS" -0.000440162115129112 0.00218717406056353 -0.00409901603293154 -0.000440162115129112 -0.014092300221949 0.0016712843782646 0.803232924142763 0.0381347877739885 0.111830459606723
"46" 8 "SITTING" 0.00190220869551121 0.00116302653344548 -0.00415493600249626 0.00190220869551121 -0.00774179279019429 -0.00531759487293597 0.806631106847537 0.0301004426756793 0.0824599510530774
"47" 8 "STANDING" -0.00219778508969473 0.00113740463697169 -0.00176124749275506 -0.00219778508969473 -0.00539651650921701 -0.00390996816890365 0.800747987728199 0.0328554178002228 0.094062106923568
"48" 8 "LAYING" -0.00296373303206351 0.000866935680081713 -0.00150209623107813 -0.00296373303206351 -0.0107286950790971 -0.000693678510265336 0.810919021877054 0.0257267771162703 0.0819787802060156
"49" 9 "WALKING" -0.00648944208880394 -0.00385024610770162 0.00121431897833083 -0.00648944208880394 0.00415759244444411 -0.00196287994337548 0.815275670023625 -0.010392564261881 0.0814973900498873
"50" 9 "WALKING_UPSTAIRS" -0.00610361796169196 -0.00302211072930153 0.00216688006352232 -0.00610361796169196 -0.00216425046431075 -0.00266759966327312 0.812560199434306 0.00353425231946492 0.0846658608755006
"51" 9 "WALKING_DOWNSTAIRS" -0.00788393339772563 -0.000369647744469494 0.00213467989913504 -0.00788393339772563 -0.00225771656569196 -0.00274789076008557 0.806071735420378 0.00554490085403646 0.084661814202474
"52" 9 "SITTING" -0.00241980580883564 -0.00345818192032266 0.000820056213922531 -0.00241980580883564 0.00300064647796977 -0.0010362134418425 0.818958579312516 0.00567296652745313 0.0826761087208562
"53" 9 "STANDING" -0.00510682899397599 -0.00361144843935521 0.000973088764198958 -0.00510682899397599 -0.0020992483049533 0.00187833741155556 0.812696158524349 0.0035963500191875 0.0820939009951493
"54" 9 "LAYING" -0.00373988536071719 -0.00380343719937891 0.000322276287014062 -0.00373988536071719 0.00453904243961938 0.000107285932545781 0.810779635608977 0.00502331787470312 0.0803194240136141
"55" 10 "WALKING" -0.00321827604185392 0.00185081027111996 0.00110064836775472 -0.00321827604185392 -0.00675133450496309 0.000751809624558225 0.814411686518063 0.00867037412228037 0.0822082625431589
"56" 10 "WALKING_UPSTAIRS" 0.000614964600737317 0.00205240079116722 -0.00128764502672803 0.000614964600737317 -0.00793416223093534 0.00208488161832946 0.819173028788082 0.0083752833464262 0.0815765874869714
"57" 10 "WALKING_DOWNSTAIRS" 0.00210104024060896 0.00127085375683657 -0.00120366305990111 0.00210104024060896 -0.0132759293508614 -0.00111206755339515 0.822050208320313 0.00108167000125411 0.0760741461683717
"58" 10 "SITTING" -0.00357657662632334 0.000781434837411256 0.000929430385054398 -0.00357657662632334 -0.00160959428572352 0.00134449644797862 0.81261841488886 0.0114884116059172 0.0825139756365943
"59" 10 "STANDING" -0.00204082162586951 0.00129717831490589 0.00104029092282131 -0.00204082162586951 -0.00312140052949751 0.00269773420191318 0.815585638414329 0.0069880264673473 0.0814723847434015
"60" 10 "LAYING" -0.00358558710415234 0.00234245413237002 0.000898540699084537 -0.00358558710415234 -0.0042416879975687 -0.00191521374209995 0.818627757678112 0.00384520412686423 0.0819038452772575
"61" 11 "WALKING" 0.00349371919801251 -0.000326226453223385 -0.00477017576411528 0.00349371919801251 -0.00891773592592598 -0.000429629813290387 0.793323162532495 0.0363160466136388 0.105177049451069
